name;coordinates
29b9bc6f-9c90-4596-aac7-f90a08d75eb2.JPG;[[0.1103202846975089, 0.05693950177935943], [0.966785290628707, 0.11387900355871886], [0.896797153024911, 0.9454329774614472], [0.042704626334519574, 0.9181494661921709], [0.1103202846975089, 0.05693950177935943]]
29ca0adb-bc68-4b17-9474-226f70671dff.JPG;[[0.08066429418742586, 0.020166073546856466], [0.9620403321470937, 0.054567022538552785], [0.9857651245551602, 0.9549228944246738], [0.0830367734282325, 0.9264531435349941], [0.08066429418742586, 0.020166073546856466]]
29f624df-aba5-42a4-afcd-c712d65e1f23.JPG;[[0.16354679802955666, 0.1497536945812808], [0.8374384236453202, 0.15073891625615762], [0.8364532019704434, 0.8246305418719212], [0.1605911330049261, 0.825615763546798], [0.16354679802955666, 0.1497536945812808]]
2a4c140c-2a16-464d-9dc1-adfbf539d48e.JPG;[[0.02491103202846975, 0.07829181494661921], [0.9288256227758007, 0.06524317912218268], [0.9217081850533808, 0.9489916963226572], [0.06405693950177936, 0.9466192170818505], [0.02491103202846975, 0.07829181494661921]]
2a9bc858-09b8-43cb-a273-a6840210c911.JPG;[[0.13671875, 0.08984375], [0.921875, 0.08203125], [0.92578125, 0.828125], [0.1484375, 0.8515625], [0.13671875, 0.08984375]]
2ab195b5-9646-4b12-9a88-bc342ce7c799.JPG;[[0.10546875, 0.14453125], [0.84765625, 0.09765625], [0.921875, 0.87890625], [0.09375, 0.91015625], [0.10546875, 0.14453125]]
2ab959a4-07da-4548-90b9-5931176230ac.JPG;[[0.125, 0.1875], [0.953125, 0.1484375], [0.9453125, 0.953125], [0.17578125, 0.94921875], [0.125, 0.1875]]
2ac0b1a4-a6a7-40a9-b91d-77eca72ad099.JPG;[[0.046875, 0.0546875], [0.85546875, 0.015625], [0.8359375, 0.85546875], [0.03515625, 0.8515625], [0.046875, 0.0546875]]
2b444c76-2ea7-42de-990d-a7a876bab85c.JPG;[[0.12890625, 0.12890625], [0.875, 0.109375], [0.90625, 0.86328125], [0.16015625, 0.890625], [0.12890625, 0.12890625]]
2cac59d9-4751-4005-b786-0cc1cfcdf9d6.JPG;[[0.09237379162191192, 0.09237379162191192], [0.8818474758324383, 0.10204081632653061], [0.8560687432867884, 0.874328678839957], [0.09774436090225563, 0.8625134264232008], [0.09237379162191192, 0.09237379162191192]]
2d03b081-ca34-4791-ae23-6c98aa0fd8fa.JPG;[[0.02965599051008304, 0.03558718861209965], [0.9383155397390273, 0.04863582443653618], [0.9134045077105575, 0.9228944246737841], [0.02965599051008304, 0.9098457888493475], [0.02965599051008304, 0.03558718861209965]]
2d0b0675-ec75-4a2c-989c-92649a69fe6d.JPG;[[0.15658362989323843, 0.10083036773428232], [0.8623962040332147, 0.11743772241992882], [0.8576512455516014, 0.8327402135231317], [0.13641755634638197, 0.8196915776986952], [0.15658362989323843, 0.10083036773428232]]
2d9efe1b-acc4-4119-a0c3-1877c8f6d5d4.JPG;[[0.07777777777777778, 0.029292929292929294], [0.8909090909090909, 0.02727272727272727], [0.8939393939393939, 0.8434343434343434], [0.07575757575757576, 0.8434343434343434], [0.07777777777777778, 0.029292929292929294]]
2da72026-1647-4603-b3eb-7b2356ad01d2.JPG;[[0.10546875, 0.13671875], [0.80859375, 0.125], [0.81640625, 0.828125], [0.11328125, 0.83984375], [0.10546875, 0.13671875]]
2de4cc3f-1822-4a7f-934e-d9727e1d1a69.JPG;[[0.14453125, 0.1640625], [0.8203125, 0.15625], [0.8359375, 0.828125], [0.15234375, 0.8515625], [0.14453125, 0.1640625]]
2df6e6d8-7ffb-48b3-8c72-14babb96e99b.JPG;[[0.0018558312358890096, 0.03340496224600217], [0.97431139884173, 0.029693299774224153], [0.9501855927751729, 0.9464739303033949], [0.024125806066557124, 0.9409064365957279]]
2e6cd381-1085-412c-871f-7f0298faec68.JPG;[[0.125, 0.09375], [0.87890625, 0.08984375], [0.89453125, 0.83203125], [0.1328125, 0.8515625], [0.125, 0.09375]]
2eee874a-6d41-41ba-a7bd-7c80ac84111a.JPG;[[0.07841031149301826, 0.0644468313641246], [0.9430719656283566, 0.07411385606874328], [0.9097744360902256, 0.9129967776584318], [0.09452201933404941, 0.8958109559613319], [0.07841031149301826, 0.0644468313641246]]
2f6d6eca-d987-45b8-9cc3-e6282038efc0.JPG;[[0.16796875, 0.140625], [0.9453125, 0.21484375], [0.87109375, 0.9921875], [0.09375, 0.91015625], [0.16796875, 0.140625]]
2faba0f6-eda1-4cd4-a05e-304c2513f33d.JPG;[[0.0498220640569395, 0.027283511269276393], [0.9620403321470937, 0.027283511269276393], [0.9774614472123369, 0.9323843416370107], [0.05219454329774614, 0.9478054567022538], [0.0498220640569395, 0.027283511269276393]]
2fb7745d-fbd5-43dc-b318-00b9fffae657.JPG;[[0.03940886699507389, 0.05714285714285714], [0.9458128078817734, 0.06699507389162561], [0.9133004926108375, 0.9556650246305419], [0.05024630541871921, 0.941871921182266], [0.03940886699507389, 0.05714285714285714]]
2ffbb258-e012-479e-903e-a4cd9d846d74.JPG;[[0.06403940886699508, 0.04039408866995074], [0.9527093596059113, 0.04039408866995074], [0.9507389162561576, 0.9310344827586207], [0.061083743842364535, 0.9330049261083744], [0.06403940886699508, 0.04039408866995074]]
309ae006-19fc-44e1-a052-63a121f51005.JPG;[[0.162109375, 0.14453125], [0.8359375, 0.166015625], [0.806640625, 0.845703125], [0.130859375, 0.8125], [0.162109375, 0.14453125]]
30b4a27b-a337-4e9c-8c80-34a97a39075d.JPG;[[0.022556390977443608, 0.05370569280343716], [0.9591836734693877, 0.06552094522019335], [0.9527389903329753, 0.9903329752953813], [0.02577873254564984, 0.9978517722878625], [0.022556390977443608, 0.05370569280343716]]
30fde0f4-85b4-453a-bd55-ddde4a5a68b3.JPG;[[0.03125, 0.15625], [0.84765625, 0.09765625], [0.89453125, 0.91015625], [0.08984375, 0.95703125], [0.03125, 0.15625]]
3157b035-f38d-4940-94e0-7998f7005e97.JPG;[[0.09375, 0.05078125], [0.90234375, 0.05859375], [0.90625, 0.8671875], [0.1015625, 0.828125], [0.09375, 0.05078125]]
319812eb-43ba-4534-94df-102556639708.JPG;[[0.1640625, 0.13671875], [0.8828125, 0.1640625], [0.8828125, 0.87890625], [0.1484375, 0.87890625], [0.1640625, 0.13671875]]
332fef0c-7ddf-4b66-a261-6fc9e777d449.JPG;[[0.1484375, 0.1171875], [0.8359375, 0.11328125], [0.8203125, 0.8359375], [0.1015625, 0.8515625], [0.1484375, 0.1171875]]
333757f2-473a-4610-ae2f-86c79df2a5f0.JPG;[[0.02609727164887307, 0.021352313167259787], [0.9383155397390273, 0.03202846975088968], [0.9572953736654805, 0.9442467378410438], [0.011862396204033215, 0.9489916963226572], [0.02609727164887307, 0.021352313167259787]]
3418a24a-9102-40ac-8aa2-deac7c0b4587.JPG;[[0.07518796992481203, 0.04833512352309345], [0.9258861439312567, 0.03866809881847476], [0.9129967776584318, 0.8721804511278195], [0.10096670247046187, 0.8754027926960258], [0.07518796992481203, 0.04833512352309345]]
34b82899-036c-4ff4-9610-7840e452dc47.JPG;[[0.0390625, 0.03125], [0.97265625, 0.03125], [0.97265625, 0.9609375], [0.04296875, 0.96484375], [0.0390625, 0.03125]]
34ef841e-161d-4c91-b0fd-72b422f37689.JPG;[[0.109375, 0.109375], [0.97265625, 0.10546875], [0.9609375, 0.9375], [0.109375, 0.9453125], [0.109375, 0.109375]]
3521d24d-f4e4-4be2-b07f-fadda3b312ad.JPG;[[0.09134045077105575, 0.10320284697508897], [0.9110320284697508, 0.11269276393831554], [0.9027283511269276, 0.9169632265717675], [0.08778173190984578, 0.9051008303677343], [0.09134045077105575, 0.10320284697508897]]
35db696c-d096-4190-96ff-33db97f97991.JPG;[[0.17578125, 0.18359375], [0.859375, 0.15625], [0.83984375, 0.78515625], [0.234375, 0.8125], [0.17578125, 0.18359375]]
365df508-cb0b-4520-97dc-1edc6e3701c2.JPG;[[0.1310418904403867, 0.09559613319011816], [0.8850698174006445, 0.08270676691729323], [0.8625134264232008, 0.8625134264232008], [0.12567132116004295, 0.8668098818474759], [0.1310418904403867, 0.09559613319011816]]
36cd4d71-3c0e-4711-a5b8-2e82cc9988f6.JPG;[[0.07121781157758672, 0.05435043515131618], [0.9483213857436547, 0.0824627291951004], [0.9183349387636182, 0.9314540093173842], [0.073091964513839, 0.9164607858273659]]
3749ee4e-bd69-4c76-b4c5-53878e84992e.JPG;[[0.14070891514500536, 0.20193340494092374], [0.8700322234156821, 0.20730397422126745], [0.841031149301826, 0.9194414607948442], [0.14500537056928034, 0.8990332975295381], [0.14070891514500536, 0.20193340494092374]]
37a07a39-c147-42bd-aeac-4caa79e60e95.JPG;[[0.05078125, 0.05859375], [0.890625, 0.0546875], [0.91015625, 0.86328125], [0.0859375, 0.875], [0.05078125, 0.05859375]]
37d975f4-06e0-444f-8cc1-1cdc92ae0290.JPG;[[0.12806994238283106, 0.08851893076460382], [0.9153234117361161, 0.08286878624771421], [0.9021397411967069, 0.8644721110841096], [0.13560346840535054, 0.8550552035559603]]
385b0f7e-8be0-4145-b554-ac97cdcc18f4.JPG;[[0.09765625, 0.078125], [0.93359375, 0.07421875], [0.9296875, 0.92578125], [0.078125, 0.91015625], [0.09765625, 0.078125]]
38c09ea6-bb62-43b7-9c9b-6bfc2ff4ed04.JPG;[[0.09765625, 0.0859375], [0.84375, 0.078125], [0.8515625, 0.84375], [0.1015625, 0.84375], [0.09765625, 0.0859375]]
393dae4b-84de-4e26-b555-5d79f53bd159.JPG;[[0.10147783251231528, 0.08866995073891626], [0.9113300492610837, 0.0896551724137931], [0.9113300492610837, 0.9004926108374385], [0.10147783251231528, 0.8985221674876848], [0.10147783251231528, 0.08866995073891626]]
393f2773-407e-4b37-b961-88ea76a37ac5.JPG;[[0.0166073546856465, 0.0011862396204033216], [0.9715302491103203, 0.020166073546856466], [0.9940688018979834, 0.9644128113879004], [0.002372479240806643, 0.9869513641755635], [0.0166073546856465, 0.0011862396204033216]]
39619e15-c17d-4e76-a099-33ef227e8390.JPG;[[0.12890625, 0.14453125], [0.845703125, 0.130859375], [0.853515625, 0.86328125], [0.109375, 0.86328125], [0.12890625, 0.14453125]]
3972541d-c7ad-4ec4-8b15-cfe50f23aea1.JPG;[[0.09765625, 0.185546875], [0.83984375, 0.177734375], [0.82421875, 0.90234375], [0.11328125, 0.89453125], [0.09765625, 0.185546875]]
39c1cdd9-7290-4ccc-8adb-e8762d5ebba3.JPG;[[0.03515625, 0.0390625], [0.97265625, 0.015625], [0.96875, 0.953125], [0.0546875, 0.953125], [0.03515625, 0.0390625]]
39c4d89d-d31c-4845-b751-fc8cc49e0071.JPG;[[0.24869648847211717, 0.1407098553197505], [0.7460894654163515, 0.1418006293919966], [0.7482710135608437, 0.6413751544807232], [0.24869648847211717, 0.6424659285529694]]
39dd013f-88b2-4235-b30e-c0b9aa0724a6.JPG;[[0.15789473684210525, 0.1288936627282492], [0.8582169709989259, 0.14822771213748656], [0.8378088077336198, 0.8625134264232008], [0.13533834586466165, 0.841031149301826], [0.15789473684210525, 0.1288936627282492]]
3a4bdbcd-6b7a-4e48-8cf0-1a777235e455.JPG;[[0.13671875, 0.09375], [0.91796875, 0.0703125], [0.94921875, 0.85546875], [0.16015625, 0.890625], [0.13671875, 0.09375]]
3ae71d06-0b7c-4965-b409-fd4b7de8888f.JPG;[[0.06015037593984962, 0.061224489795918366], [0.9108485499462943, 0.05155746509129968], [0.9226638023630505, 0.9054779806659506], [0.06552094522019335, 0.9129967776584318], [0.06015037593984962, 0.061224489795918366]]
3b035752-3cf9-4d2b-b5f6-8b9152d22731.JPG;[[0.06746950570508216, 0.06934365864133443], [0.9333281622536365, 0.08808518800385726], [0.9145866328911136, 0.9445730798711501], [0.073091964513839, 0.9333281622536365]]
3b33d4a3-cb4f-42b0-967c-ef5f98302a92.JPG;[[0.12890625, 0.11328125], [0.859375, 0.015625], [0.82421875, 0.80078125], [0.0859375, 0.859375], [0.12890625, 0.11328125]]
3b39001e-0ada-432e-9c2c-13a1fa7206f8.JPG;[[0.07093596059113301, 0.04926108374384237], [0.9369458128078818, 0.06403940886699508], [0.9172413793103448, 0.9241379310344827], [0.059113300492610835, 0.9054187192118227], [0.07093596059113301, 0.04926108374384237]]
3b4b79a2-5a1a-4279-b287-62d2ac6870ad.JPG;[[0.11328125, 0.1328125], [0.8828125, 0.13671875], [0.8828125, 0.890625], [0.11328125, 0.88671875], [0.11328125, 0.1328125]]
3b82ef01-3691-4326-87f1-de8e60372975.JPG;[[0.09765625, 0.08203125], [0.9140625, 0.09765625], [0.9140625, 0.91796875], [0.08203125, 0.91796875], [0.09765625, 0.08203125]]
3cbf4534-b1e5-446d-b183-a2790d231396.JPG;[[0.10955961331901182, 0.07841031149301826], [0.9237379162191193, 0.0719656283566058], [0.9548872180451128, 0.878625134264232], [0.14285714285714285, 0.9054779806659506], [0.10955961331901182, 0.07841031149301826]]
3cf69d97-fe74-470e-ac09-44e391bd823f.JPG;[[0.09608540925266904, 0.06761565836298933], [0.900355871886121, 0.06761565836298933], [0.9086595492289442, 0.8647686832740213], [0.10320284697508897, 0.8861209964412812], [0.09608540925266904, 0.06761565836298933]]
3d686c0b-27cd-482c-ad53-cd8ed9ad7c64.JPG;[[0.09765625, 0.0234375], [0.9140625, 0.0234375], [0.91015625, 0.83203125], [0.09765625, 0.83203125], [0.09765625, 0.0234375]]
3d773bd2-9af1-4a2a-b47a-59d8d5ff937a.JPG;[[0.05155746509129968, 0.05692803437164339], [0.9419978517722879, 0.055853920515574654], [0.924812030075188, 0.9334049409237379], [0.06659505907626208, 0.9291084854994629], [0.05155746509129968, 0.05692803437164339]]
3e301347-37b4-43df-ae25-86cdc212e07f.JPG;[[0.06640625, 0.0859375], [0.87890625, 0.08984375], [0.87109375, 0.890625], [0.078125, 0.89453125], [0.06640625, 0.0859375]]
3e5ad74a-c275-4813-9f06-336e59ab38de.JPG;[[0.09908332912358918, 0.17911217187725736], [0.8774590973348618, 0.1781594475587613], [0.879364545971854, 0.95748794008853], [0.09717788048659708, 0.95748794008853]]
3e600709-b0d2-4a6e-acbb-12d7e332ba6c.JPG;[[0.06524317912218268, 0.06287069988137604], [0.9395017793594306, 0.08422301304863583], [0.9086595492289442, 0.9359430604982206], [0.06880189798339265, 0.9288256227758007], [0.06524317912218268, 0.06287069988137604]]
3ee38fc5-2309-4913-ad1f-d89d2429eaea.JPG;[[0.08203125, 0.09765625], [0.890625, 0.09765625], [0.89453125, 0.94140625], [0.0859375, 0.91015625], [0.08203125, 0.09765625]]
3eea6ece-af33-4c42-ad6b-1fb7d4793321.JPG;[[0.1015625, 0.078125], [0.9140625, 0.04296875], [0.94140625, 0.81640625], [0.1640625, 0.87890625], [0.1015625, 0.078125]]
3f9ef2a1-0bae-4842-ad2b-bb90c92937e5.JPG;[[0.12336892052194544, 0.13523131672597866], [0.8718861209964412, 0.14827995255041518], [0.8790035587188612, 0.9027283511269276], [0.11269276393831554, 0.8920521945432978], [0.12336892052194544, 0.13523131672597866]]
3fbcf693-7450-4a4d-b43a-dc3df3eea863.JPG;[[0.1484375, 0.1640625], [0.87109375, 0.1640625], [0.875, 0.8515625], [0.171875, 0.87890625], [0.1484375, 0.1640625]]
400234a6-f86a-4ccb-b8e4-bb1b487dacd4.JPG;[[0.09375, 0.07421875], [0.9140625, 0.0703125], [0.890625, 0.890625], [0.1015625, 0.8828125], [0.09375, 0.07421875]]
40483c86-b0c8-44ae-934b-569e721205bc.JPG;[[0.05859375, 0.09375], [0.84375, 0.1015625], [0.84765625, 0.859375], [0.07421875, 0.89453125], [0.05859375, 0.09375]]
414f8b76-c0f0-4d7c-91b9-2f20c99c1564.JPG;[[0.21038594160023052, 0.21567866969080235], [0.8600683147179236, 0.2540509483474482], [0.747597842793272, 0.7515673888612009], [0.24214231014366153, 0.7515673888612009]]
41ad9891-2759-4678-bebd-e3a97810e6b6.JPG;[[0.0644468313641246, 0.08700322234156821], [0.9140708915145005, 0.06766917293233082], [0.9172932330827067, 0.9237379162191193], [0.06981740064446831, 0.9183673469387755], [0.0644468313641246, 0.08700322234156821]]
4228f409-08b3-4631-9ee5-77b0d15d57ab.JPG;[[0.1328125, 0.1015625], [0.92578125, 0.125], [0.90625, 0.90625], [0.109375, 0.90234375], [0.1328125, 0.1015625]]
42a28e47-14ad-444e-9d04-a5d87b9c8288.JPG;[[0.10738916256157635, 0.09458128078817735], [0.8778325123152709, 0.10049261083743842], [0.8600985221674877, 0.865024630541872], [0.09655172413793103, 0.8660098522167488], [0.10738916256157635, 0.09458128078817735]]
42faaae1-2958-4eb1-90ff-09d2f46460f3.JPG;[[0.109375, 0.1015625], [0.875, 0.08984375], [0.84375, 0.9140625], [0.08203125, 0.8984375], [0.109375, 0.1015625]]
4368de02-9c66-46f4-95fb-8aef51066ffe.JPG;[[0.03515625, 0.0234375], [0.984375, 0.0234375], [0.984375, 0.96875], [0.03125, 0.96875], [0.03515625, 0.0234375]]
4455d7f9-1d35-49fe-9d9d-8c260c930e46.JPG;[[0.15625, 0.083984375], [0.9375, 0.107421875], [0.888671875, 0.890625], [0.12109375, 0.837890625], [0.15625, 0.083984375]]
447940dc-548e-4d1f-b3f4-9277228a60cc.JPG;[[0.09556650246305419, 0.07389162561576355], [0.9123152709359605, 0.06206896551724138], [0.9152709359605912, 0.8788177339901477], [0.10147783251231528, 0.8729064039408867], [0.09556650246305419, 0.07389162561576355]]
45005d8e-507c-4ca4-9d20-9bd85fffa492.JPG;[[0.10794780545670225, 0.08066429418742586], [0.8825622775800712, 0.08422301304863583], [0.8706998813760379, 0.8588374851720048], [0.10083036773428232, 0.8493475682087782], [0.10794780545670225, 0.08066429418742586]]
4593674e-4523-4232-b9a8-d094646f6561.JPG;[[0.08203125, 0.13671875], [0.87109375, 0.13671875], [0.85546875, 0.91015625], [0.08984375, 0.90234375], [0.08203125, 0.13671875]]
459b9d8d-120c-4db9-b104-69e035d96cfa.JPG;[[0.14444444444444443, 0.14747474747474748], [0.802020202020202, 0.14545454545454545], [0.8080808080808081, 0.8090909090909091], [0.14242424242424243, 0.8171717171717172], [0.14444444444444443, 0.14747474747474748]]
45cc1a9c-1373-4bdb-82bb-8c952c168fdc.JPG;[[0.0859375, 0.11328125], [0.8671875, 0.09375], [0.8828125, 0.86328125], [0.11328125, 0.890625], [0.0859375, 0.11328125]]
466e762b-2232-401c-b5eb-f72951a552c2.JPG;[[0.12109375, 0.140625], [0.7265625, 0.1484375], [0.71875, 0.75], [0.1171875, 0.74609375], [0.12109375, 0.140625]]
469719cb-fe05-447d-9542-103290c2e252.JPG;[[0.1560358430655642, 0.11664815452474217], [0.7907835930118885, 0.13937182099060105], [0.7877537708164406, 0.7513959044710665], [0.15906566526101207, 0.7726046598392015]]
47e4da5a-5b48-4d5d-9939-a7a50d281d8b.JPG;[[0.09022556390977443, 0.11278195488721804], [0.8796992481203008, 0.11063372717508056], [0.8646616541353384, 0.8721804511278195], [0.11493018259935553, 0.8625134264232008], [0.09022556390977443, 0.11278195488721804]]
48ec01e4-9fcc-400f-8388-21a383e19b3b.JPG;[[0.05078125, 0.08984375], [0.8515625, 0.1015625], [0.8359375, 0.88671875], [0.05859375, 0.88671875], [0.05078125, 0.08984375]]
48fcbb98-8ef7-4b29-a7e6-5d6ff5e87371.JPG;[[0.11100298981018375, 0.114471833241752], [0.9036337139235271, 0.09365877265234254], [0.9313844613760731, 0.8602731710289241], [0.11100298981018375, 0.8516010624500036]]
495d6e7f-aceb-4c0e-863a-50b0e62332e4.JPG;[[0.2538260088185438, 0.2419447913844843], [0.8705692047138139, 0.24302490206030788], [0.8705692047138139, 0.8554476552522837], [0.2538260088185438, 0.8554476552522837]]
49df4357-c575-4060-a1b1-fdae65955665.JPG;[[0.12109375, 0.1328125], [0.875, 0.1171875], [0.90234375, 0.8828125], [0.1171875, 0.8984375], [0.12109375, 0.1328125]]
4ab89bdb-4d39-42f9-ac31-7cc1158cd982.JPG;[[0.16796875, 0.12890625], [0.8359375, 0.1640625], [0.8125, 0.79296875], [0.125, 0.765625], [0.16796875, 0.12890625]]
4af689ad-b744-40b7-988b-38770fd7758a.JPG;[[0.1484375, 0.185546875], [0.865234375, 0.208984375], [0.857421875, 0.90234375], [0.130859375, 0.892578125], [0.1484375, 0.185546875]]
4b11f0d9-76e1-4e38-89bb-04b35d485a58.JPG;[[0.11022493147039274, 0.08428965347735916], [0.8364127152753331, 0.09239442785018215], [0.8185822116551226, 0.8153403019059934], [0.10212015709756975, 0.8120983921568642]]
4b5bc1ce-c126-47c4-8ad2-9531e45702d7.JPG;[[0.103515625, 0.13671875], [0.8671875, 0.1171875], [0.876953125, 0.89453125], [0.09375, 0.89453125], [0.103515625, 0.13671875]]
4b9049b7-32b9-472c-a0d0-691b30d418c0.JPG;[[0.13426423200859292, 0.08915145005370569], [0.8700322234156821, 0.09344790547798067], [0.882921589688507, 0.8345864661654135], [0.1288936627282492, 0.8485499462943072], [0.13426423200859292, 0.08915145005370569]]
4b9b2464-06b4-4cc2-bf29-51c0c5f1dc11.JPG;[[0.1015625, 0.10546875], [0.8671875, 0.03515625], [0.859375, 0.87109375], [0.12109375, 0.90234375], [0.1015625, 0.10546875]]
4d2f8520-9550-4e44-8e81-38f66606d2e5.JPG;[[0.109375, 0.1328125], [0.859375, 0.11328125], [0.8828125, 0.8515625], [0.1328125, 0.87109375], [0.109375, 0.1328125]]
4d927ad5-de11-488f-9186-dadd41657101.JPG;[[0.08078817733990148, 0.06798029556650247], [0.9201970443349754, 0.06502463054187192], [0.90935960591133, 0.8699507389162562], [0.09753694581280788, 0.8748768472906404], [0.08078817733990148, 0.06798029556650247]]
4e2ec17b-5c0b-4da7-bb29-66f9a82c93a5.JPG;[[0.15625, 0.2109375], [0.845703125, 0.2109375], [0.841796875, 0.8984375], [0.15625, 0.896484375], [0.15625, 0.2109375]]
4eabd451-5c6d-4206-9baf-4a9f99ea11cd.JPG;[[0.09608540925266904, 0.10913404507710557], [0.8837485172004745, 0.11862396204033215], [0.9062870699881376, 0.9051008303677343], [0.07473309608540925, 0.9098457888493475], [0.09608540925266904, 0.10913404507710557]]
4ef7e196-0b79-426a-9701-bb79425a2f85.JPG;[[0.13671875, 0.109375], [0.87890625, 0.15234375], [0.85546875, 0.91015625], [0.078125, 0.87109375], [0.13671875, 0.109375]]
4f166f76-8061-47e0-a38e-0968c7e425fd.JPG;[[0.08659549228944247, 0.08185053380782918], [0.9110320284697508, 0.046263345195729534], [0.9015421115065243, 0.8813760379596679], [0.09845788849347568, 0.8884934756820878], [0.08659549228944247, 0.08185053380782918]]
511c0182-3d0a-4661-a8ca-c679e2f50579.JPG;[[0.08078817733990148, 0.06995073891625615], [0.929064039408867, 0.07389162561576355], [0.9359605911330049, 0.9438423645320198], [0.061083743842364535, 0.9320197044334976], [0.08078817733990148, 0.06995073891625615]]
512e62b8-ccfe-407c-9f2b-42b1fa7403cd.JPG;[[0.031149301825993556, 0.06659505907626208], [0.9215896885069818, 0.07841031149301826], [0.8850698174006445, 0.9430719656283566], [0.04296455424274973, 0.9237379162191193], [0.031149301825993556, 0.06659505907626208]]
515bf1c9-d341-4c4d-977b-80c2e4f9d70f.JPG;[[0.15234375, 0.2734375], [0.85546875, 0.28125], [0.80859375, 0.91015625], [0.1875, 0.91015625], [0.15234375, 0.2734375]]
51766334-48be-4045-a207-e5a59f6eb62b.JPG;[[0.03007518796992481, 0.07841031149301826], [0.9742212674543501, 0.05692803437164339], [0.9527389903329753, 0.9323308270676691], [0.08378088077336197, 0.9430719656283566], [0.03007518796992481, 0.07841031149301826]]
51bef8a8-0da6-4cad-b7f4-5de9712b3d91.JPG;[[0.14453125, 0.1171875], [0.81640625, 0.12109375], [0.78515625, 0.9375], [0.09375, 0.87109375], [0.14453125, 0.1171875]]
51c8482c-0d1f-4038-929c-e9c7cc771b9e.JPG;[[0.16796875, 0.15625], [0.8359375, 0.12890625], [0.83984375, 0.81640625], [0.171875, 0.8125], [0.16796875, 0.15625]]
521314de-e89a-4e20-ac53-e16877f5cf06.JPG;[[0.25472083367313253, 0.18585186753187816], [0.8707678869640789, 0.1877386885220495], [0.8707678869640789, 0.8047291523080816], [0.2556642441682182, 0.8037857418129959]]
533f6edb-b903-453b-b7ab-20557bc04b70.JPG;[[0.21233689205219455, 0.14472123368920523], [0.8137603795966786, 0.1506524317912218], [0.8054567022538552, 0.7402135231316725], [0.2147093712930012, 0.7485172004744959], [0.21233689205219455, 0.14472123368920523]]
534e0f9d-c5c0-41e0-8029-fa7affadb319.JPG;[[0.10505050505050505, 0.05757575757575758], [0.8838383838383839, 0.06464646464646465], [0.8909090909090909, 0.8626262626262626], [0.08383838383838384, 0.8535353535353535], [0.10505050505050505, 0.05757575757575758]]
53c05e35-a966-401e-aeda-8998422f9daf.JPG;[[0.15234375, 0.18359375], [0.828125, 0.171875], [0.84765625, 0.84375], [0.16796875, 0.85546875], [0.15234375, 0.18359375]]
5460c35b-55c8-46d0-8132-06eb542a09d8.JPG;[[0.05155746509129968, 0.06874328678839957], [0.9462943071965628, 0.06981740064446831], [0.9344790547798066, 0.9548872180451128], [0.05907626208378088, 0.9516648764769066], [0.05155746509129968, 0.06874328678839957]]
546661df-39fc-4ed6-b9c8-81583f8b83aa.JPG;[[0.04833512352309345, 0.047261009667024706], [0.949516648764769, 0.05370569280343716], [0.9140708915145005, 0.9280343716433942], [0.0719656283566058, 0.9119226638023631], [0.04833512352309345, 0.047261009667024706]]
547a38c8-8d1d-40fa-9229-523e5b4931dc.JPG;[[0.078125, 0.14453125], [0.83203125, 0.14453125], [0.8203125, 0.91796875], [0.05859375, 0.91015625], [0.078125, 0.14453125]]
54e88bc2-1c36-4c7b-a69e-ed46f59c2763.JPG;[[0.13232323232323231, 0.2191919191919192], [0.803030303030303, 0.21616161616161617], [0.802020202020202, 0.8737373737373737], [0.14646464646464646, 0.8787878787878788], [0.13232323232323231, 0.2191919191919192]]
5521df70-7a7d-4f84-a523-dfa05dc7884d.JPG;[[0.08472906403940887, 0.08078817733990148], [0.90935960591133, 0.07192118226600985], [0.8758620689655172, 0.8847290640394089], [0.0896551724137931, 0.8768472906403941], [0.08472906403940887, 0.08078817733990148]]
55a8e6d2-c142-4a03-930d-8d14b2e228bf.JPG;[[0.13426423200859292, 0.07626208378088077], [0.9237379162191193, 0.08163265306122448], [0.9237379162191193, 0.8528464017185822], [0.13319011815252416, 0.8528464017185822], [0.13426423200859292, 0.07626208378088077]]
562f51d0-c2b9-44f1-a0ed-89c1b5915c05.JPG;[[0.13641755634638197, 0.05338078291814947], [0.8766310794780545, 0.05575326215895611], [0.8695136417556346, 0.7817319098457889], [0.14827995255041518, 0.7912218268090154], [0.13641755634638197, 0.05338078291814947]]
564278b9-7bc3-47f0-bfb7-c3823abaf0b3.JPG;[[0.15234375, 0.1796875], [0.8359375, 0.21484375], [0.78125, 0.8984375], [0.12890625, 0.84765625], [0.15234375, 0.1796875]]
566ef3b9-5af1-48a2-b56a-a30c00b94908.JPG;[[0.11269276393831554, 0.06524317912218268], [0.8813760379596679, 0.05338078291814947], [0.8813760379596679, 0.8125741399762753], [0.12455516014234876, 0.8173190984578885], [0.11269276393831554, 0.06524317912218268]]
56b8caf0-ec66-4fa2-86a0-46639c7a31e0.JPG;[[0.10741138560687433, 0.09344790547798067], [0.9140708915145005, 0.10204081632653061], [0.9044038668098818, 0.9033297529538131], [0.09989258861439312, 0.8968850698174007], [0.10741138560687433, 0.09344790547798067]]
